769,118,71,40,1,317,69,322,21,404,24,566,152,32,13,105,305,37,51,278,255,269,175,89,22,789,209,26,28,447,501,15,261,589,341,86,119,117,38,20,84,234,11,6,340,604,331,73,517,236,186,178,262,472,146,43,759,16,464,47,49,72,897,30,12,484,62,138,64,17,14,170,52,332,279,130,145,519,0,648,527,68,190,10,192,8,172,232,65,61,291,195,4,309,35,422,833,488,547,283,235,238,581,258,58,612,33,241,114
813,97,53,36,16,321,72,234,14,431,34,331,146,22,37,92,290,35,24,242,270,215,164,68,21,766,198,13,28,500,332,2,344,434,203,122,103,102,12,18,71,174,6,10,281,408,241,47,367,193,120,87,445,562,117,32,693,25,504,85,27,75,819,29,49,628,54,115,57,3,4,183,70,336,665,132,252,301,0,460,436,66,145,9,131,8,289,235,153,84,311,178,1,306,31,600,598,507,639,249,240,229,558,187,40,576,17,370,80
0.459111,0.4591223,0.45919552,0.4590534,0.45970193,0.4591315,0.459108,0.45912126,0.45969474,0.45913213,0.45969784,0.4591096,0.45909962,0.45972356,0.45912188,0.45913535,0.45914423,0.4589966,0.4591733,0.45915586,0.45916992,0.45913458,0.45912755,0.45917726,0.45928454,0.4591251,0.4591664,0.45913947,0.4596805,0.45915636,0.45908278,0.4591642,0.45916498,0.4590682,0.4590637,0.4591448,0.45903796,0.45914462,0.45969942,0.4591454,0.45911938,0.45912784,0.45970413,0.45913312,0.45913643,0.45912126,0.45913395,0.45915452,0.45904848,0.45916212,0.4591361,0.45916,0.45912996,0.45914468,0.45913807,0.4591707,0.4591163,0.45969254,0.45907766,0.4591399,0.45912746,0.45903873,0.4591654,0.45920104,0.45974514,0.45916325,0.45898518,0.4591265,0.45912594,0.45914152,0.45916706,0.45915774,0.45916918,0.45914254,0.45913157,0.45916393,0.45915312,0.45904532,0.45907766,0.4591163,0.45908603,0.45917898,0.4592024,0.45904413,0.4589861,0.4591249,0.45911834,0.45914826,0.45917636,0.45917934,0.45916137,0.4591371,0.45914185,0.45913094,0.45912725,0.4590667,0.4591049,0.45912006,0.45907947,0.45913312,0.45914692,0.45920008,0.4591631,0.45913902,0.4590799,0.4590904,0.4591601,0.45915312,0.45910245
0.46589985,0.46591878,0.46589175,0.46587458,0.46668628,0.46589178,0.46591008,0.46589792,0.4665927,0.46589923,0.46652526,0.46588504,0.465872,0.4666957,0.46592864,0.4659069,0.4659306,0.46579653,0.46591574,0.46595603,0.46589622,0.46592093,0.4659006,0.46591008,0.46614006,0.4659313,0.46588886,0.4659069,0.4665576,0.46589178,0.4658677,0.46605292,0.46592617,0.46579966,0.46589375,0.46591893,0.46586,0.4658985,0.46654877,0.46585533,0.46586975,0.4659251,0.46663743,0.46590906,0.46592313,0.46589792,0.4658875,0.4658945,0.46587083,0.46588892,0.46588248,0.4659128,0.46587467,0.46591416,0.4659288,0.46590388,0.46591178,0.46653458,0.46588466,0.46591687,0.46602976,0.46588635,0.46593183,0.46610397,0.4665826,0.4659077,0.465812,0.46592203,0.46590835,0.46600813,0.46605387,0.4659279,0.46591178,0.46590307,0.46588668,0.46588227,0.4658845,0.4657699,0.46585968,0.46587318,0.4659358,0.4659209,0.4659279,0.46586084,0.46574035,0.4658862,0.46590397,0.46587622,0.4659052,0.46591696,0.4659196,0.46593893,0.46594536,0.46593735,0.46603668,0.46585056,0.46594253,0.46588498,0.46585622,0.46590322,0.4659043,0.46592546,0.46588516,0.4658948,0.4660023,0.46582797,0.46597862,0.46591297,0.46587697
0.4682069,0.46817604,0.46810272,0.4680755,0.46904397,0.4681891,0.46818957,0.46818867,0.46884057,0.46821272,0.468797,0.46811843,0.46812657,0.4690742,0.46821123,0.46819887,0.46815234,0.46803403,0.46817446,0.4681542,0.46820813,0.46818715,0.46817845,0.46812746,0.4685169,0.46819893,0.4681722,0.46818593,0.46879783,0.4682105,0.46809572,0.46837014,0.46822086,0.4680368,0.46810257,0.46818465,0.46805778,0.46822274,0.46879184,0.4681129,0.46811107,0.46819034,0.4690067,0.4681746,0.4682208,0.46818867,0.46817878,0.46818417,0.46809933,0.46818566,0.4681115,0.46821856,0.4681705,0.46818033,0.46823373,0.46811235,0.4681665,0.46880168,0.46811223,0.46823406,0.46827498,0.46809337,0.4681816,0.4684322,0.46887088,0.4681924,0.4680376,0.46819094,0.46817568,0.4683358,0.4683465,0.46818626,0.4681484,0.46821648,0.46815822,0.46809906,0.46818978,0.46797347,0.4680876,0.46817574,0.46816027,0.46813273,0.46815234,0.46807694,0.46800745,0.4681017,0.468195,0.46820417,0.46821675,0.4681276,0.46820876,0.46819523,0.46823198,0.4682106,0.46832436,0.4681172,0.4681589,0.46811354,0.46813905,0.4682061,0.4682113,0.46816322,0.4681974,0.46817258,0.4683385,0.4680532,0.46831104,0.46822336,0.4681002
0.4728487,0.47284794,0.47279865,0.47270155,0.47389403,0.47282985,0.4728216,0.47282198,0.47357655,0.4728325,0.47349614,0.47269726,0.47268575,0.47383142,0.47284785,0.472864,0.47284213,0.472629,0.47285062,0.47280824,0.4728399,0.47285247,0.47284165,0.4727831,0.47322267,0.47284687,0.4728679,0.47284302,0.4735378,0.47283822,0.4726644,0.4731246,0.4728421,0.47266582,0.4726783,0.47283092,0.4727073,0.47286192,0.47355163,0.47274038,0.4727569,0.47283566,0.47381946,0.472873,0.47286713,0.47282198,0.4728416,0.4728349,0.47267693,0.47283548,0.47273925,0.47285336,0.47282743,0.4728632,0.47285503,0.4728129,0.4728333,0.4734823,0.472685,0.4728279,0.4729968,0.47273138,0.47282884,0.47319874,0.47357956,0.47285306,0.47264194,0.47286314,0.47283325,0.47302112,0.47311273,0.4728682,0.4728025,0.47285756,0.4728609,0.4727636,0.4728928,0.4726806,0.47273046,0.472843,0.47281784,0.47276133,0.47277778,0.47273436,0.47265905,0.47275862,0.47285074,0.4728517,0.47274458,0.4727718,0.47281903,0.47285253,0.47286174,0.47283518,0.47303241,0.47267398,0.47281525,0.47274855,0.47267628,0.47287026,0.4728506,0.47281888,0.47283828,0.4728587,0.4730302,0.47269288,0.47301915,0.47284523,0.47271004
0.47764897,0.47767234,0.4776155,0.47754064,0.47877315,0.47764686,0.4776461,0.47764808,0.47844315,0.4776806,0.47837585,0.47751182,0.4775161,0.47882858,0.47767198,0.47769243,0.4776659,0.47740278,0.47766674,0.4775783,0.4776409,0.47770154,0.47766563,0.47758698,0.47812817,0.47766894,0.47768596,0.47764573,0.4783752,0.4776753,0.47749156,0.47800303,0.4776852,0.47745594,0.47752652,0.47766712,0.47753122,0.4776413,0.47839892,0.47751758,0.47753492,0.47768033,0.4787331,0.47765866,0.47764012,0.47764808,0.4776616,0.47769585,0.4775247,0.47767976,0.4775413,0.47763363,0.4776789,0.4776433,0.4776779,0.4776057,0.4776545,0.47836417,0.47754586,0.4776711,0.47791088,0.47757512,0.47753707,0.47807193,0.47847372,0.4776917,0.4774039,0.47769457,0.47769436,0.47793835,0.47797847,0.47767758,0.47757718,0.47767687,0.4776541,0.47761065,0.47767174,0.47748756,0.47749853,0.47764742,0.4775606,0.47760502,0.4775957,0.47756913,0.47741532,0.47756863,0.47767574,0.47766632,0.47760478,0.47758952,0.47766608,0.4776748,0.4776737,0.4776696,0.47796962,0.47754383,0.4775627,0.47754422,0.4775506,0.4776818,0.47767052,0.47756732,0.4776578,0.47768912,0.47796533,0.47747234,0.47791395,0.47767785,0.4775539
0.48142555,0.48144704,0.4813713,0.4813647,0.48273367,0.481454,0.48143563,0.48147124,0.48229772,0.48145676,0.4822139,0.48131612,0.48129377,0.48273242,0.4814777,0.4814795,0.48149785,0.4811827,0.4814773,0.48135492,0.4814784,0.4814892,0.48146838,0.4813501,0.48194784,0.48145506,0.48144475,0.48144272,0.48220804,0.48144,0.48128748,0.48181796,0.48147184,0.4812135,0.48129985,0.48149115,0.48134515,0.48147905,0.48226738,0.48134997,0.48134595,0.4814456,0.48261812,0.4814837,0.48148483,0.48147124,0.48147035,0.4814482,0.48130268,0.48149705,0.48134938,0.48145005,0.48146462,0.481459,0.4814944,0.48139688,0.48144984,0.48217943,0.4813186,0.48145732,0.4817636,0.4813655,0.48135573,0.48192644,0.48231906,0.4814823,0.48120227,0.48147297,0.4814612,0.48182148,0.48181665,0.48143506,0.48137856,0.48146012,0.4814524,0.48138735,0.4814612,0.4812766,0.48126534,0.48145616,0.48132694,0.4813894,0.48137668,0.48132077,0.48116916,0.48132583,0.48146215,0.48146114,0.48134705,0.48140663,0.48146316,0.48144192,0.48145166,0.4814646,0.48178315,0.4812853,0.48136786,0.48132038,0.48130295,0.48148623,0.48148286,0.48134905,0.48146573,0.48148665,0.4817719,0.48124835,0.4817772,0.48147494,0.48132607
0.48534974,0.4853722,0.4853156,0.48519638,0.48676738,0.48538238,0.48533028,0.48534918,0.4862699,0.4853569,0.48619926,0.48520947,0.48521712,0.4867824,0.48541996,0.48540205,0.48536575,0.48509654,0.4853305,0.48525524,0.48538157,0.485392,0.48534942,0.4853165,0.48590434,0.48534054,0.48537186,0.48537534,0.48622268,0.48537698,0.48522204,0.48578718,0.48534757,0.4851225,0.48524663,0.48537168,0.4851922,0.4853877,0.4862108,0.4852928,0.48527643,0.48533085,0.48669708,0.48534906,0.48538405,0.48534918,0.48532963,0.48535633,0.4851768,0.4853783,0.48526442,0.4853504,0.48537102,0.4853875,0.4853845,0.4853148,0.48533642,0.48616403,0.48521674,0.4853778,0.4857179,0.48521513,0.48526552,0.48590925,0.48626867,0.48535442,0.48511866,0.4853518,0.4853399,0.48577014,0.48580506,0.4853845,0.48530057,0.48533347,0.48537752,0.48532408,0.4853692,0.48518285,0.48518372,0.48530516,0.48521042,0.48531872,0.48532927,0.48518065,0.4850959,0.48527327,0.4853481,0.48534566,0.4852519,0.48530498,0.48531768,0.4853351,0.4853474,0.48535848,0.48572484,0.48521662,0.48525342,0.4852732,0.48522916,0.48534736,0.48537222,0.4852393,0.4853684,0.48536915,0.48577055,0.48511386,0.48576275,0.4853771,0.48527965
0.4892541,0.48923522,0.48923585,0.48906687,0.49081114,0.48928088,0.48920804,0.48921403,0.490212,0.4892279,0.49019322,0.4890993,0.48913485,0.49076575,0.4892628,0.48926416,0.48925415,0.48904097,0.48928186,0.48920482,0.4892366,0.48924604,0.48922765,0.4892096,0.48989654,0.48925146,0.48923126,0.4892365,0.49016365,0.489244,0.48910084,0.48977488,0.48927736,0.48899385,0.48910463,0.48924452,0.4890752,0.48928523,0.4901789,0.48918554,0.48918024,0.4892129,0.49070412,0.48926198,0.48927635,0.48921403,0.4892089,0.48924187,0.48908705,0.48926583,0.48918802,0.48926252,0.48925552,0.48926002,0.48927245,0.4892352,0.48920146,0.49007878,0.48909834,0.48924565,0.48964596,0.48907197,0.48917094,0.489839,0.49019638,0.48926723,0.48901907,0.48924768,0.48923585,0.48972064,0.4897409,0.48926798,0.48922983,0.48923275,0.4892865,0.48919797,0.489267,0.4890496,0.48904744,0.4892598,0.48917362,0.48919022,0.48922262,0.48905566,0.4890079,0.48915467,0.48924428,0.48924476,0.4892126,0.48920208,0.4892506,0.48923728,0.4892478,0.4892565,0.48975772,0.48912188,0.4891747,0.48916593,0.48910394,0.48923305,0.48928133,0.48916003,0.4892491,0.48928577,0.48973247,0.48901203,0.48964927,0.4892537,0.48913795
0.4931572,0.49317533,0.49312553,0.49298644,0.49480602,0.49320734,0.49314082,0.49315086,0.49421954,0.49315694,0.4941471,0.493039,0.49300998,0.4948037,0.49315798,0.49318776,0.49321553,0.49295792,0.49318364,0.49308127,0.49317864,0.49317485,0.49316442,0.4931418,0.4939429,0.49318314,0.49315828,0.49316362,0.4941112,0.49319312,0.4930255,0.49372742,0.4931977,0.4929304,0.49302047,0.49317005,0.4929852,0.4931628,0.49423018,0.49312124,0.4931179,0.49316326,0.49469832,0.4931941,0.49318805,0.49315086,0.4931552,0.4931891,0.49303356,0.49318716,0.4930849,0.49316117,0.4931951,0.49319154,0.49317425,0.49312872,0.49318892,0.49410236,0.49306142,0.49318755,0.493639,0.49302724,0.49313533,0.4938559,0.49419612,0.4931952,0.4929434,0.4931985,0.49318585,0.49370113,0.49369085,0.49315923,0.49315208,0.49318203,0.49317047,0.4931138,0.4932077,0.492947,0.49294087,0.49315053,0.49308336,0.49311334,0.49309936,0.49300236,0.4929081,0.49307725,0.4931772,0.493162,0.49313146,0.4931143,0.49317017,0.49315906,0.4932216,0.49316698,0.4937021,0.49303955,0.493077,0.49308926,0.4930533,0.49318308,0.49317482,0.49309808,0.49317423,0.49322075,0.4936934,0.4929238,0.49364632,0.49320716,0.49307573
