episode,reward,agent_loss
1.0,-3.0,-56.54888916015625
2.0,-3.0,-49.66606903076172
3.0,-1.0,-53.98318862915039
4.0,-3.0,24.374134063720703
5.0,1.0,68.18463897705078
6.0,4.0,208.72369384765625
7.0,1.0,74.2975845336914
8.0,1.0,30.35614013671875
9.0,-5.0,-60.10054016113281
10.0,1.0,92.48956298828125
11.0,-3.0,-105.55149841308594
12.0,1.0,25.675596237182617
13.0,-5.0,-119.30513000488281
14.0,3.0,117.16801452636719
15.0,-3.0,-135.30458068847656
16.0,-1.0,-58.01865005493164
17.0,-1.0,13.667686462402344
18.0,1.0,59.80830001831055
19.0,-1.0,-58.71994400024414
20.0,3.0,66.29684448242188
21.0,1.0,1.4762868881225586
22.0,-1.0,-66.63835144042969
23.0,-1.0,-75.392578125
24.0,5.0,100.76985168457031
25.0,1.0,73.82205200195312
26.0,6.0,217.16307067871094
27.0,-1.0,-73.94873809814453
28.0,-1.0,-54.32585906982422
29.0,3.0,76.996826171875
30.0,1.0,32.54594421386719
31.0,5.0,118.66339111328125
32.0,1.0,35.92024230957031
33.0,3.0,42.2899055480957
34.0,7.0,167.8806610107422
35.0,3.0,71.41249084472656
36.0,3.0,97.6623306274414
37.0,5.0,119.94390869140625
38.0,6.0,191.58084106445312
39.0,7.0,314.95416259765625
40.0,0.0,12.340569496154785
41.0,3.0,105.05923461914062
42.0,5.0,108.83769989013672
43.0,-1.0,-61.47111511230469
44.0,-1.0,4.809197902679443
45.0,7.0,168.22518920898438
46.0,3.0,161.55368041992188
47.0,3.0,157.66073608398438
48.0,7.0,147.60887145996094
49.0,12.0,286.69512939453125
50.0,5.0,108.38959503173828
51.0,5.0,110.71119689941406
52.0,8.0,285.42041015625
53.0,3.0,71.84989929199219
54.0,7.0,186.16598510742188
55.0,1.0,85.34809875488281
56.0,-1.0,43.31397247314453
57.0,5.0,132.59742736816406
58.0,5.0,199.68907165527344
59.0,5.0,198.89874267578125
60.0,1.0,95.49451446533203
61.0,1.0,71.25537109375
62.0,4.0,139.49330139160156
63.0,7.0,250.0215301513672
64.0,5.0,173.83644104003906
65.0,3.0,100.49348449707031
66.0,-3.0,-46.388893127441406
67.0,1.0,1.4608373641967773
68.0,5.0,95.21366882324219
69.0,3.0,94.89559936523438
70.0,5.0,110.22634887695312
71.0,7.0,168.89837646484375
72.0,7.0,160.5980224609375
73.0,8.0,264.5503234863281
74.0,5.0,68.15865325927734
75.0,1.0,49.787818908691406
76.0,5.0,78.35276794433594
77.0,5.0,100.61541748046875
78.0,9.0,222.14749145507812
79.0,3.0,90.23188018798828
80.0,7.0,128.30227661132812
81.0,3.0,51.20808792114258
82.0,3.0,57.09195327758789
83.0,3.0,53.50539016723633
84.0,8.0,258.933837890625
85.0,7.0,141.07020568847656
86.0,7.0,145.9075927734375
87.0,5.0,117.77373504638672
88.0,3.0,110.94613647460938
89.0,-5.0,-67.10750579833984
90.0,9.0,179.19589233398438
91.0,8.0,249.8206329345703
92.0,5.0,130.12060546875
93.0,8.0,151.9031524658203
94.0,5.0,160.09747314453125
95.0,7.0,230.79421997070312
96.0,8.0,203.82974243164062
97.0,9.0,223.11581420898438
98.0,1.0,50.748538970947266
99.0,7.0,187.0602264404297
100.0,5.0,101.60435485839844
101.0,6.0,149.21939086914062
102.0,2.0,106.78545379638672
103.0,8.0,219.50509643554688
104.0,9.0,266.894287109375
105.0,5.0,150.88357543945312
106.0,5.0,81.55796813964844
107.0,9.0,206.80816650390625
108.0,7.0,159.1643829345703
109.0,7.0,230.36544799804688
110.0,7.0,131.5591583251953
111.0,3.0,34.55652618408203
112.0,6.0,181.8416748046875
113.0,5.0,79.83639526367188
114.0,5.0,99.421630859375
115.0,5.0,171.19741821289062
116.0,3.0,138.40916442871094
117.0,5.0,101.95480346679688
118.0,7.0,156.53616333007812
119.0,9.0,198.68423461914062
120.0,7.0,161.25753784179688
121.0,3.0,19.590126037597656
122.0,9.0,148.08668518066406
123.0,12.0,250.63818359375
124.0,7.0,212.4468536376953
125.0,7.0,127.60908508300781
126.0,7.0,129.84169006347656
127.0,8.0,205.91146850585938
128.0,11.0,228.11297607421875
129.0,12.0,251.59445190429688
130.0,3.0,86.7502212524414
131.0,4.0,119.3848876953125
132.0,9.0,138.19668579101562
133.0,5.0,87.15203857421875
134.0,7.0,131.0806121826172
135.0,9.0,203.192626953125
136.0,11.0,227.58551025390625
137.0,6.0,105.82522583007812
138.0,11.0,212.71676635742188
139.0,4.0,144.24319458007812
140.0,8.0,158.37644958496094
141.0,12.0,185.82171630859375
142.0,5.0,73.53187561035156
143.0,7.0,112.82774353027344
144.0,7.0,125.29583740234375
145.0,9.0,188.544921875
146.0,9.0,186.46066284179688
147.0,6.0,169.3954315185547
148.0,10.0,167.20758056640625
149.0,7.0,172.68087768554688
150.0,12.0,238.9609375
151.0,-1.0,-49.653743743896484
152.0,8.0,194.6193084716797
153.0,12.0,195.1042022705078
154.0,3.0,119.67195129394531
155.0,10.0,136.58843994140625
156.0,7.0,130.54212951660156
157.0,11.0,167.03997802734375
158.0,3.0,91.24298095703125
159.0,8.0,117.12596893310547
160.0,5.0,124.09051513671875
161.0,7.0,123.28160095214844
162.0,9.0,136.48519897460938
163.0,5.0,147.15826416015625
164.0,10.0,295.1781921386719
165.0,9.0,187.599609375
166.0,9.0,175.65005493164062
167.0,12.0,170.36199951171875
168.0,10.0,271.2779541015625
169.0,8.0,112.73942565917969
170.0,5.0,71.54501342773438
171.0,7.0,115.25900268554688
172.0,10.0,136.36752319335938
173.0,5.0,64.67860412597656
174.0,10.0,208.83786010742188
175.0,7.0,117.63005828857422
176.0,12.0,187.08694458007812
177.0,7.0,144.28814697265625
178.0,4.0,70.91279602050781
179.0,5.0,123.45402526855469
180.0,11.0,158.6755828857422
181.0,6.0,180.6128692626953
182.0,8.0,220.9921417236328
183.0,7.0,119.66409301757812
184.0,12.0,219.1796417236328
185.0,7.0,161.64486694335938
186.0,12.0,187.26626586914062
187.0,9.0,101.77534484863281
188.0,12.0,182.4131622314453
189.0,9.0,127.33451843261719
190.0,10.0,143.92919921875
191.0,11.0,162.43753051757812
192.0,9.0,130.272705078125
193.0,12.0,147.6854248046875
194.0,10.0,150.98681640625
195.0,12.0,183.64111328125
196.0,10.0,131.87118530273438
197.0,9.0,226.48239135742188
198.0,10.0,150.15464782714844
199.0,10.0,126.38299560546875
200.0,8.0,204.50564575195312
201.0,10.0,136.90115356445312
202.0,7.0,84.01593780517578
203.0,7.0,65.83658599853516
204.0,7.0,82.50326538085938
205.0,12.0,116.20367431640625
206.0,11.0,116.48798370361328
207.0,9.0,81.63790130615234
208.0,7.0,140.19723510742188
209.0,7.0,78.16677856445312
210.0,12.0,139.92068481445312
211.0,9.0,108.31328582763672
212.0,12.0,137.8405303955078
213.0,8.0,124.67581176757812
214.0,12.0,116.08975982666016
215.0,12.0,131.91253662109375
216.0,7.0,80.42513275146484
217.0,5.0,80.48382568359375
218.0,10.0,172.64540100097656
219.0,10.0,104.732177734375
220.0,10.0,93.81644439697266
221.0,12.0,138.99893188476562
222.0,10.0,134.9443817138672
223.0,12.0,175.60264587402344
224.0,9.0,149.24151611328125
225.0,9.0,118.49966430664062
226.0,10.0,99.25782775878906
227.0,10.0,127.04966735839844
228.0,12.0,148.74050903320312
229.0,12.0,102.53935241699219
230.0,9.0,87.97773742675781
231.0,6.0,141.25238037109375
232.0,7.0,111.52336120605469
233.0,12.0,139.94384765625
234.0,6.0,100.80909729003906
235.0,11.0,125.94918823242188
236.0,11.0,93.64778900146484
237.0,11.0,129.38839721679688
238.0,7.0,76.46324920654297
239.0,10.0,134.46795654296875
240.0,12.0,144.79293823242188
241.0,10.0,125.86053466796875
242.0,10.0,142.48422241210938
243.0,12.0,148.36416625976562
244.0,12.0,197.48211669921875
245.0,11.0,157.5080108642578
246.0,8.0,108.34368896484375
247.0,9.0,115.34902954101562
248.0,12.0,129.21934509277344
249.0,12.0,113.97225189208984
250.0,12.0,140.7865753173828
251.0,8.0,90.50531005859375
252.0,9.0,119.88108825683594
253.0,8.0,136.02029418945312
254.0,9.0,174.1830291748047
255.0,11.0,116.89164733886719
256.0,12.0,151.7433319091797
257.0,12.0,78.00243377685547
258.0,11.0,88.75225830078125
259.0,11.0,93.96495819091797
260.0,12.0,102.7685546875
261.0,8.0,116.87484741210938
262.0,12.0,136.40426635742188
263.0,8.0,154.75177001953125
264.0,5.0,83.18862915039062
265.0,10.0,128.7743377685547
266.0,7.0,72.59956359863281
267.0,12.0,58.92525863647461
268.0,12.0,124.57710266113281
269.0,12.0,142.3330078125
270.0,10.0,117.69961547851562
271.0,12.0,92.41964721679688
272.0,10.0,63.99364471435547
273.0,7.0,65.0488510131836
274.0,8.0,125.84587097167969
275.0,12.0,77.16902160644531
276.0,9.0,93.664306640625
277.0,12.0,57.78483581542969
278.0,8.0,126.06218719482422
279.0,12.0,95.23860168457031
280.0,12.0,113.23870086669922
281.0,12.0,59.235870361328125
282.0,11.0,105.46546173095703
283.0,12.0,97.47142791748047
284.0,11.0,92.34334564208984
285.0,12.0,115.95063781738281
286.0,11.0,103.826904296875
287.0,12.0,129.89242553710938
288.0,8.0,103.78251647949219
289.0,12.0,113.42160034179688
290.0,12.0,86.34207153320312
291.0,10.0,113.36904907226562
292.0,9.0,70.32000732421875
293.0,11.0,61.405250549316406
294.0,12.0,127.69412231445312
295.0,10.0,111.81349182128906
296.0,12.0,171.95590209960938
297.0,12.0,109.08766174316406
298.0,12.0,45.012107849121094
299.0,9.0,70.82069396972656
300.0,10.0,65.95256805419922
301.0,12.0,129.78585815429688
302.0,12.0,139.822509765625
303.0,10.0,97.69508361816406
304.0,12.0,80.31855773925781
305.0,12.0,92.24604797363281
306.0,10.0,66.26451873779297
307.0,12.0,64.31234741210938
308.0,10.0,80.02357482910156
309.0,7.0,59.93189239501953
310.0,12.0,64.11528015136719
311.0,12.0,48.08770751953125
312.0,12.0,116.83705139160156
313.0,9.0,113.06378173828125
314.0,12.0,167.60791015625
315.0,12.0,72.23693084716797
316.0,11.0,94.08904266357422
317.0,7.0,54.06917190551758
318.0,12.0,155.48577880859375
319.0,12.0,76.18637084960938
320.0,12.0,145.48617553710938
321.0,11.0,66.21076965332031
322.0,10.0,80.06632995605469
323.0,12.0,122.26754760742188
324.0,12.0,75.55242919921875
325.0,9.0,107.04322814941406
326.0,12.0,101.92916870117188
327.0,12.0,100.52311706542969
328.0,11.0,60.051292419433594
329.0,12.0,119.123046875
330.0,12.0,109.69659423828125
331.0,11.0,126.1189193725586
332.0,12.0,48.2266845703125
333.0,10.0,116.85089111328125
334.0,10.0,92.9866943359375
335.0,12.0,27.596712112426758
336.0,12.0,65.55023193359375
337.0,10.0,81.58268737792969
338.0,12.0,85.46043395996094
339.0,8.0,40.714012145996094
340.0,10.0,149.09658813476562
341.0,11.0,160.45252990722656
342.0,12.0,150.71640014648438
343.0,12.0,181.6666717529297
344.0,10.0,115.17990112304688
345.0,12.0,90.53080749511719
346.0,10.0,82.44878387451172
347.0,12.0,68.94410705566406
348.0,12.0,150.0874786376953
349.0,12.0,97.002685546875
350.0,12.0,90.19587707519531
351.0,8.0,55.85170364379883
352.0,11.0,85.94369506835938
353.0,12.0,107.24055480957031
354.0,12.0,84.88497924804688
355.0,11.0,98.28855895996094
356.0,12.0,72.02308654785156
357.0,12.0,96.45441436767578
358.0,11.0,107.76301574707031
359.0,12.0,94.9815444946289
360.0,9.0,115.83158874511719
361.0,9.0,59.233367919921875
362.0,10.0,77.52665710449219
363.0,9.0,111.57164764404297
364.0,10.0,56.87473678588867
365.0,12.0,110.89967346191406
366.0,11.0,69.00432586669922
367.0,11.0,101.45735168457031
368.0,12.0,174.12295532226562
369.0,9.0,78.59107971191406
370.0,10.0,80.38330841064453
371.0,11.0,122.50563049316406
372.0,9.0,67.70635986328125
373.0,12.0,73.18136596679688
374.0,7.0,89.89053344726562
375.0,12.0,127.15446472167969
376.0,12.0,60.38302230834961
377.0,11.0,108.04263305664062
378.0,12.0,128.22979736328125
379.0,12.0,86.8433837890625
380.0,9.0,105.65032196044922
381.0,12.0,53.865821838378906
382.0,12.0,76.5837173461914
383.0,12.0,94.0280532836914
384.0,11.0,100.63926696777344
385.0,11.0,116.49372863769531
386.0,10.0,113.58302307128906
387.0,8.0,87.43292236328125
388.0,12.0,43.472347259521484
389.0,11.0,28.307239532470703
390.0,12.0,96.21908569335938
391.0,12.0,151.00735473632812
392.0,9.0,114.94035339355469
393.0,12.0,112.4814224243164
394.0,12.0,63.96245574951172
395.0,12.0,83.753662109375
396.0,11.0,97.60646057128906
397.0,8.0,90.00194549560547
398.0,11.0,131.3749237060547
399.0,10.0,59.846092224121094
400.0,9.0,46.60488510131836
401.0,10.0,97.35035705566406
402.0,11.0,60.099632263183594
403.0,9.0,117.88872528076172
404.0,7.0,45.882850646972656
405.0,12.0,49.006126403808594
406.0,9.0,37.26287078857422
407.0,12.0,96.3380126953125
408.0,12.0,108.06816101074219
409.0,11.0,101.31292724609375
410.0,10.0,133.2436981201172
411.0,10.0,141.94677734375
412.0,12.0,131.9586181640625
413.0,11.0,95.75851440429688
414.0,11.0,139.34133911132812
415.0,12.0,64.08965301513672
416.0,9.0,40.71918869018555
417.0,12.0,82.17616271972656
418.0,10.0,79.86408233642578
