episode,reward,agent_loss
188.0,94.0,2360.60546875
189.0,96.0,1984.888916015625
190.0,92.0,1815.876220703125
191.0,100.0,2191.0341796875
192.0,90.0,2676.080078125
193.0,100.0,2227.9208984375
194.0,94.0,1826.50244140625
195.0,90.0,2042.58154296875
196.0,100.0,2203.552978515625
197.0,94.0,2195.83349609375
198.0,88.0,1988.6964111328125
199.0,90.0,2005.7591552734375
200.0,92.0,1879.781005859375
201.0,90.0,1967.818115234375
202.0,98.0,2173.95751953125
203.0,96.0,1439.336181640625
204.0,99.0,2202.21337890625
205.0,99.0,2207.595947265625
206.0,96.0,2086.563232421875
207.0,92.0,1799.552978515625
208.0,98.0,2153.43603515625
209.0,98.0,2215.927490234375
210.0,96.0,1982.129150390625
211.0,102.0,2225.97119140625
212.0,88.0,1795.074462890625
213.0,97.0,1794.2579345703125
214.0,90.0,1707.2313232421875
215.0,96.0,2286.284912109375
216.0,86.0,2184.07958984375
217.0,86.0,2136.8759765625
218.0,97.0,1673.47412109375
219.0,90.0,1763.4970703125
220.0,96.0,1510.737060546875
221.0,100.0,2085.49755859375
222.0,98.0,2098.502197265625
223.0,92.0,1894.265625
224.0,96.0,1925.146240234375
225.0,97.0,1930.3685302734375
226.0,90.0,1994.2353515625
227.0,100.0,1607.537109375
228.0,98.0,2299.671630859375
229.0,97.0,2120.33203125
230.0,92.0,2119.57763671875
231.0,88.0,1911.429931640625
232.0,100.0,1885.1414794921875
233.0,84.0,1718.022705078125
234.0,100.0,1698.246337890625
235.0,96.0,1753.769775390625
236.0,93.0,2091.404541015625
237.0,94.0,2158.2353515625
238.0,100.0,1671.17041015625
239.0,94.0,2297.3837890625
240.0,102.0,1784.4407958984375
241.0,87.0,1513.1591796875
242.0,94.0,1754.7685546875
243.0,95.0,1860.6976318359375
244.0,98.0,2403.486328125
245.0,100.0,1863.3153076171875
246.0,106.0,1580.70068359375
247.0,101.0,1886.710693359375
248.0,94.0,1595.818359375
249.0,95.0,1950.779541015625
250.0,98.0,2099.431396484375
251.0,95.0,2043.414794921875
252.0,96.0,1994.492919921875
253.0,96.0,2061.61669921875
254.0,91.0,1748.1383056640625
255.0,94.0,2093.281494140625
256.0,96.0,1903.0194091796875
257.0,86.0,1685.4273681640625
258.0,97.0,2286.999755859375
259.0,92.0,1978.770751953125
260.0,96.0,1856.50390625
261.0,87.0,1769.9814453125
262.0,98.0,1709.8385009765625
263.0,89.0,1783.521728515625
264.0,88.0,1877.591796875
265.0,92.0,1908.335693359375
266.0,96.0,1968.6322021484375
267.0,99.0,1575.25048828125
268.0,102.0,2373.73388671875
269.0,94.0,1999.4073486328125
270.0,95.0,1868.6075439453125
271.0,98.0,1893.6002197265625
272.0,97.0,1950.9798583984375
273.0,86.0,1892.16064453125
274.0,90.0,1893.929443359375
275.0,90.0,2202.75390625
276.0,98.0,1733.779541015625
277.0,99.0,1892.174560546875
278.0,102.0,2031.8592529296875
279.0,90.0,1627.8414306640625
280.0,90.0,1826.9580078125
281.0,108.0,1697.75
282.0,102.0,1802.334716796875
283.0,96.0,1706.8211669921875
284.0,100.0,1871.26806640625
285.0,106.0,1550.598388671875
286.0,99.0,1468.3043212890625
287.0,92.0,1619.413818359375
288.0,104.0,1703.558837890625
289.0,98.0,2052.408203125
290.0,102.0,1612.0450439453125
291.0,98.0,1509.8994140625
292.0,94.0,1754.798828125
293.0,98.0,1656.635009765625
294.0,101.0,1401.057373046875
295.0,96.0,1758.455810546875
296.0,102.0,1649.95751953125
297.0,97.0,1590.8248291015625
298.0,103.0,1553.8289794921875
299.0,98.0,1260.421875
300.0,102.0,1683.604736328125
301.0,99.0,1734.0052490234375
302.0,100.0,1546.17236328125
303.0,102.0,1544.30859375
304.0,100.0,1494.0667724609375
305.0,96.0,1530.1300048828125
306.0,97.0,1733.353271484375
307.0,86.0,1464.0950927734375
308.0,94.0,1482.291748046875
309.0,102.0,1415.439697265625
310.0,102.0,1566.091796875
311.0,101.0,1765.80859375
312.0,97.0,1710.9080810546875
313.0,106.0,1094.20849609375
314.0,96.0,1517.456787109375
315.0,104.0,1538.45703125
316.0,100.0,1651.5545654296875
317.0,104.0,1215.964599609375
318.0,106.0,1541.1279296875
319.0,94.0,1370.9937744140625
320.0,98.0,1532.8831787109375
321.0,98.0,1394.60400390625
322.0,106.0,1183.43212890625
323.0,98.0,1124.910888671875
324.0,102.0,1533.691650390625
325.0,98.0,1129.1453857421875
326.0,98.0,1465.94775390625
327.0,105.0,1572.96337890625
328.0,101.0,1461.89111328125
329.0,100.0,1449.953857421875
330.0,100.0,1426.576416015625
331.0,100.0,1350.841552734375
332.0,98.0,1784.635986328125
333.0,100.0,1498.3172607421875
334.0,98.0,1569.1572265625
335.0,100.0,1536.362548828125
336.0,108.0,1007.08544921875
337.0,104.0,1437.175048828125
338.0,100.0,1300.5052490234375
339.0,94.0,1280.553466796875
340.0,102.0,1431.557861328125
341.0,104.0,1113.8631591796875
342.0,105.0,1562.179931640625
343.0,108.0,1182.40185546875
344.0,101.0,1201.437744140625
345.0,106.0,1101.493408203125
346.0,100.0,1760.36767578125
347.0,106.0,945.3173828125
348.0,92.0,1234.18115234375
349.0,108.0,1138.29150390625
350.0,106.0,1475.900390625
351.0,96.0,1181.0362548828125
352.0,98.0,1319.22412109375
353.0,106.0,1087.2874755859375
354.0,108.0,1334.279541015625
355.0,101.0,1115.10498046875
356.0,102.0,1375.4404296875
357.0,100.0,1684.066650390625
358.0,106.0,986.86279296875
359.0,102.0,1041.1827392578125
360.0,106.0,1128.5860595703125
361.0,97.0,1199.73486328125
362.0,106.0,1220.15625
363.0,102.0,1446.5494384765625
364.0,102.0,1252.837890625
365.0,104.0,1078.356689453125
366.0,104.0,1330.6937255859375
367.0,106.0,1222.60302734375
368.0,102.0,1290.314208984375
369.0,98.0,1413.219482421875
370.0,102.0,1312.433349609375
371.0,100.0,1296.31640625
372.0,98.0,1006.7108154296875
373.0,102.0,1447.01513671875
374.0,96.0,1425.045654296875
375.0,104.0,1181.078857421875
376.0,102.0,1324.8123779296875
377.0,106.0,1163.50732421875
378.0,100.0,1647.497314453125
379.0,104.0,1167.276123046875
380.0,102.0,1226.2081298828125
381.0,102.0,1386.9471435546875
382.0,102.0,1327.83251953125
383.0,100.0,1210.082275390625
384.0,104.0,1219.03857421875
385.0,100.0,1095.5986328125
386.0,104.0,1064.08056640625
387.0,102.0,1043.3616943359375
388.0,100.0,1096.463134765625
389.0,104.0,1009.4549560546875
390.0,102.0,1479.71923828125
391.0,104.0,1124.574951171875
392.0,96.0,1391.073974609375
393.0,98.0,1394.2060546875
394.0,102.0,1466.326171875
395.0,97.0,1185.53515625
396.0,100.0,1187.6837158203125
397.0,104.0,1306.1708984375
398.0,98.0,1427.319580078125
399.0,92.0,1251.6005859375
400.0,95.0,1400.5634765625
401.0,94.0,1677.644775390625
402.0,104.0,1215.7462158203125
403.0,104.0,1336.694580078125
404.0,100.0,1214.8026123046875
405.0,102.0,1108.58349609375
406.0,98.0,1434.761474609375
407.0,100.0,1490.4310302734375
408.0,100.0,1066.50146484375
409.0,106.0,1280.379150390625
410.0,105.0,1275.382568359375
411.0,102.0,1198.1357421875
412.0,100.0,1286.9248046875
413.0,102.0,1123.5535888671875
414.0,100.0,1308.5909423828125
415.0,102.0,1371.29736328125
416.0,98.0,1137.582275390625
417.0,104.0,1862.666015625
418.0,100.0,1347.1500244140625
419.0,106.0,1407.6925048828125
420.0,97.0,1373.4967041015625
421.0,100.0,1126.11962890625
422.0,102.0,1416.1768798828125
423.0,99.0,1392.804931640625
424.0,100.0,1254.0540771484375
425.0,102.0,1083.404541015625
426.0,106.0,1210.3760986328125
427.0,106.0,1302.334716796875
428.0,102.0,1063.130859375
429.0,102.0,1197.125732421875
430.0,104.0,1329.6651611328125
431.0,102.0,1187.189208984375
432.0,102.0,864.3821411132812
433.0,102.0,1097.8536376953125
434.0,106.0,1169.256103515625
435.0,100.0,1623.0
436.0,104.0,1247.9176025390625
437.0,106.0,974.6182861328125
438.0,96.0,1381.742431640625
439.0,104.0,1062.77099609375
440.0,102.0,896.0490112304688
441.0,100.0,1352.885986328125
442.0,108.0,1102.2852783203125
443.0,108.0,1097.9656982421875
444.0,104.0,1327.343017578125
445.0,106.0,924.626953125
446.0,101.0,1383.1005859375
447.0,106.0,1126.508544921875
448.0,100.0,1212.509765625
449.0,104.0,1001.00927734375
450.0,102.0,767.4283447265625
451.0,104.0,718.24755859375
452.0,104.0,937.7398681640625
453.0,108.0,1312.826416015625
454.0,102.0,1311.314208984375
455.0,101.0,1356.3861083984375
456.0,104.0,1303.751953125
457.0,102.0,1000.4525146484375
458.0,106.0,1179.026123046875
459.0,106.0,830.1224365234375
460.0,106.0,807.7106323242188
461.0,106.0,1055.194580078125
462.0,102.0,972.426513671875
463.0,96.0,1362.5068359375
464.0,106.0,830.651123046875
465.0,106.0,1214.8033447265625
466.0,98.0,1082.434814453125
467.0,106.0,715.5104370117188
468.0,106.0,936.9979248046875
469.0,100.0,959.6399536132812
470.0,102.0,914.1033935546875
471.0,108.0,1198.397705078125
472.0,104.0,1413.8067626953125
473.0,108.0,1082.48486328125
474.0,106.0,1178.901611328125
475.0,98.0,1155.6302490234375
476.0,104.0,908.6561889648438
477.0,104.0,851.2191772460938
478.0,102.0,1028.69775390625
479.0,106.0,1122.893310546875
480.0,98.0,968.367919921875
481.0,104.0,744.5963134765625
482.0,108.0,750.39013671875
483.0,104.0,699.43115234375
484.0,100.0,745.096435546875
485.0,102.0,993.3563842773438
486.0,104.0,891.2274169921875
487.0,108.0,911.419677734375
488.0,101.0,1078.9931640625
489.0,102.0,813.7945556640625
490.0,102.0,793.208740234375
491.0,106.0,982.5577392578125
492.0,106.0,1099.1676025390625
493.0,100.0,1306.994384765625
494.0,106.0,760.6553955078125
495.0,106.0,888.159423828125
496.0,106.0,652.1217041015625
497.0,105.0,839.116455078125
498.0,104.0,1383.589599609375
499.0,104.0,945.0239868164062
500.0,108.0,878.9520874023438
