30,18,14,15,35,11,6,13,0,10,8,4,20
30,13,2,17,36,6,10,4,0,9,8,1,16
0.50549084,0.5062751,0.5065448,0.506967,0.50561476,0.5061288,0.5051713,0.5070705,0.50496244,0.5053168,0.5068823,0.50689137,0.5069742
0.51157206,0.5124275,0.51255393,0.51309973,0.51169276,0.51223296,0.51102656,0.5131459,0.51077306,0.5111776,0.5129378,0.5129232,0.5130587
0.5176605,0.5183866,0.5186512,0.5191472,0.5177454,0.518323,0.51624477,0.51928174,0.5160868,0.51640356,0.5190336,0.51900095,0.51911086
0.52227384,0.5230852,0.5233274,0.52382773,0.52246016,0.5230286,0.5208927,0.5239602,0.52070576,0.52101225,0.5237277,0.5236851,0.5237974
0.52526194,0.52604353,0.5262145,0.52685344,0.52536684,0.52591544,0.52350867,0.5269081,0.523435,0.5236986,0.5266922,0.5266476,0.526736
0.5287184,0.52963746,0.5298848,0.5303589,0.52899176,0.5295466,0.52686816,0.53052366,0.52659255,0.52699983,0.53024745,0.5302994,0.53033286
0.53187424,0.5327177,0.5328234,0.53335994,0.53202283,0.5325976,0.52966857,0.53355277,0.5294585,0.5298502,0.53335357,0.5332542,0.5332962
0.5343573,0.53514117,0.5353986,0.53589904,0.53454083,0.53512603,0.5321484,0.53613776,0.53195137,0.53232837,0.5358206,0.5358567,0.53581566
0.5370339,0.53781444,0.53807724,0.53857076,0.537236,0.5377774,0.53481376,0.53879935,0.53453904,0.5349927,0.53854126,0.5384881,0.5384965
0.5392248,0.5401039,0.5403075,0.5407975,0.5394249,0.53994685,0.53708136,0.54102653,0.5368188,0.53726983,0.54072714,0.54072124,0.54074687
0.54160845,0.5424432,0.5426112,0.5431755,0.541846,0.54238904,0.5396555,0.5433793,0.53934336,0.5398002,0.54309696,0.54305077,0.5431046
0.5432369,0.5440225,0.5442168,0.54479355,0.54337007,0.54394674,0.54138756,0.54498994,0.54109997,0.54164094,0.5446873,0.54460984,0.5446634
0.5443509,0.54515594,0.5454218,0.5458713,0.5445562,0.5451381,0.5430798,0.54615533,0.54281855,0.5432435,0.54587066,0.5457884,0.5458273
0.5456574,0.5465144,0.54669577,0.54723155,0.5458505,0.54643834,0.54469806,0.5475021,0.5444435,0.5449023,0.547249,0.54711413,0.5471176
0.54707205,0.5478033,0.54802823,0.54860395,0.5472104,0.5478284,0.5464266,0.54891956,0.54622835,0.54662603,0.54857224,0.54851365,0.54852474
0.54931605,0.5500443,0.55026084,0.5507873,0.54945105,0.5499988,0.549057,0.5510784,0.5487806,0.5492554,0.55071855,0.55069274,0.5507336
