30,18,14,15,35,11,6,13,0,10,8,4,20
30,13,2,17,36,6,10,4,0,9,8,1,16
0.49377555,0.49355677,0.4935797,0.4935988,0.49373847,0.4935379,0.49382836,0.49356446,0.4938488,0.4938417,0.4935588,0.4935664,0.49359348
0.48743528,0.48714358,0.48716673,0.48716912,0.48743004,0.48711446,0.48748505,0.48719823,0.4875814,0.48758256,0.48723975,0.4871331,0.48723394
0.48892567,0.48851222,0.48853132,0.48850465,0.48888874,0.488504,0.48892006,0.48848706,0.48892772,0.48893264,0.48849922,0.48851347,0.48849174
0.49135706,0.49091458,0.49096814,0.4909626,0.4913531,0.49091536,0.49139002,0.49094602,0.49140474,0.49138638,0.4909786,0.49088436,0.4908989
0.49538547,0.49500135,0.4950059,0.4950602,0.49537128,0.49498305,0.4954461,0.4949995,0.495466,0.49549136,0.49503335,0.49496734,0.49502912
0.49993184,0.49962625,0.49970213,0.49968195,0.49992245,0.49964598,0.4999956,0.4996388,0.500043,0.50005245,0.4997238,0.49964178,0.49961025
0.50163674,0.50135195,0.50140095,0.5013803,0.50162625,0.5013866,0.501738,0.50138944,0.5017285,0.5017812,0.50144833,0.50137943,0.5013553
0.5039694,0.50373846,0.50374466,0.5037954,0.5039623,0.5037114,0.5040636,0.50372374,0.5040877,0.50408983,0.5037228,0.50373083,0.5036884
0.5070478,0.5067979,0.50677603,0.506857,0.50698566,0.50683314,0.5071098,0.50677174,0.5071876,0.5071601,0.50689083,0.5068152,0.5067766
0.51088315,0.51074237,0.5107628,0.51076394,0.510885,0.51076716,0.511,0.5107196,0.5109993,0.511056,0.5107807,0.51074505,0.5107384
0.51383144,0.5137169,0.5137367,0.5137698,0.51382303,0.51374626,0.51403296,0.5136545,0.5140166,0.5140653,0.51377815,0.5137029,0.5137168
0.5157174,0.5156077,0.5156121,0.51565045,0.5156544,0.51559967,0.51585865,0.5155229,0.515879,0.5158894,0.5156012,0.5155774,0.51558113
0.51779944,0.5177001,0.5177303,0.51773655,0.5178209,0.5177468,0.51794213,0.51767087,0.517929,0.51799977,0.51771337,0.5177478,0.5177023
0.52113664,0.5210311,0.52104914,0.52100044,0.5210504,0.52110845,0.5212259,0.5210315,0.5212407,0.5212948,0.521053,0.52105635,0.5210134
0.52399874,0.5239542,0.5240227,0.5240518,0.52401006,0.523983,0.524209,0.5239808,0.524252,0.52423346,0.52398765,0.52400786,0.5240217
0.5272906,0.527369,0.52743405,0.5274162,0.5272807,0.52742994,0.52759236,0.52734524,0.52754915,0.52761275,0.5273777,0.52739304,0.52738744
