episode,reward,agent_loss,time
81.0,42.0,1871.1923828125,1634635955.6972594
82.0,57.0,2565.8447265625,1634635961.214223
83.0,71.0,3215.522705078125,1634635966.4215736
84.0,64.0,2877.55078125,1634635971.8050513
85.0,66.0,3171.845947265625,1634635977.4057064
86.0,64.0,2890.106689453125,1634635982.6833625
87.0,69.0,2847.48486328125,1634635987.8503265
88.0,78.0,3560.55419921875,1634635992.9881642
89.0,70.0,3063.959716796875,1634635998.1150548
90.0,57.0,2567.572021484375,1634636003.6251354
91.0,78.0,3458.715576171875,1634636008.782654
92.0,52.0,2427.5927734375,1634636014.4388418
93.0,62.0,2634.20751953125,1634636019.7250917
94.0,64.0,2981.96142578125,1634636025.3566375
95.0,66.0,2901.1005859375,1634636030.8100142
96.0,62.0,2928.418212890625,1634636036.151391
97.0,69.0,3063.28076171875,1634636041.5710897
98.0,80.0,3606.44287109375,1634636046.666036
99.0,62.0,2813.2373046875,1634636052.0937176
100.0,63.0,2678.5595703125,1634636057.5236385
101.0,57.0,2422.2509765625,1634636063.0125604
102.0,64.0,2536.04541015625,1634636068.4502797
103.0,54.0,2552.24560546875,1634636073.8760347
104.0,72.0,3006.1591796875,1634636079.1158316
105.0,66.0,2936.17626953125,1634636084.5453918
106.0,70.0,3071.0908203125,1634636090.0061445
107.0,61.0,2786.66845703125,1634636095.219912
108.0,78.0,3325.10693359375,1634636100.4603343
109.0,76.0,3364.810546875,1634636105.6659584
110.0,63.0,2678.44482421875,1634636111.1156719
111.0,66.0,2669.853271484375,1634636116.5289438
112.0,78.0,3298.87060546875,1634636121.6921468
113.0,76.0,2928.343994140625,1634636126.9323666
114.0,77.0,3459.921142578125,1634636132.1180577
115.0,85.0,3312.411376953125,1634636137.339711
116.0,63.0,2778.46630859375,1634636142.7224536
117.0,72.0,2927.802001953125,1634636147.8835552
118.0,89.0,3342.40380859375,1634636152.8943927
119.0,54.0,2299.6005859375,1634636158.5021214
120.0,76.0,3211.501953125,1634636163.5309157
121.0,84.0,3217.38037109375,1634636168.6312714
122.0,90.0,3506.46337890625,1634636173.597457
123.0,84.0,3358.198974609375,1634636178.7170746
124.0,77.0,3108.80517578125,1634636183.9046538
125.0,75.0,2839.23681640625,1634636189.1547537
126.0,66.0,2874.8701171875,1634636194.5732837
127.0,80.0,3096.206787109375,1634636199.5794406
128.0,72.0,3087.50341796875,1634636204.8257124
129.0,75.0,3165.111328125,1634636210.1785314
130.0,65.0,2571.8056640625,1634636215.4525535
131.0,80.0,3223.1142578125,1634636220.7203095
132.0,86.0,3287.668701171875,1634636225.6376007
133.0,78.0,3182.9677734375,1634636230.9156506
134.0,73.0,2649.4521484375,1634636236.3063612
135.0,78.0,2960.930419921875,1634636241.3109202
136.0,68.0,2599.546875,1634636246.888298
137.0,76.0,2916.90478515625,1634636252.1019344
138.0,63.0,2434.517333984375,1634636257.6412964
139.0,70.0,2641.0439453125,1634636262.8860347
140.0,80.0,3050.380615234375,1634636267.8765147
141.0,68.0,2868.9453125,1634636273.271705
142.0,82.0,3165.4287109375,1634636278.2480934
143.0,84.0,3384.4365234375,1634636283.3438103
144.0,87.0,3314.651123046875,1634636288.2643762
145.0,89.0,3393.314453125,1634636293.2092316
146.0,66.0,2521.249267578125,1634636298.6608555
147.0,86.0,2786.8203125,1634636303.65308
148.0,77.0,3104.591796875,1634636308.7143812
149.0,86.0,3240.0205078125,1634636313.8562376
150.0,77.0,3322.7822265625,1634636318.7520611
151.0,79.0,3259.133056640625,1634636324.0565355
152.0,73.0,2753.180419921875,1634636329.2092602
153.0,76.0,2823.57373046875,1634636334.3840966
154.0,88.0,3199.72119140625,1634636339.3988233
155.0,76.0,2781.578125,1634636344.5255785
156.0,77.0,3032.655517578125,1634636349.760103
157.0,76.0,3012.65234375,1634636354.8545513
158.0,89.0,3402.077392578125,1634636359.821196
159.0,72.0,2801.93115234375,1634636365.070923
160.0,72.0,2615.099609375,1634636370.2718527
161.0,80.0,3224.71142578125,1634636375.4741018
162.0,84.0,3314.4130859375,1634636380.5329015
163.0,69.0,2630.462646484375,1634636385.8415754
164.0,72.0,2689.9677734375,1634636391.1422622
165.0,72.0,2567.31494140625,1634636396.2278023
166.0,75.0,2507.24072265625,1634636401.4598343
167.0,74.0,2773.698486328125,1634636406.785036
168.0,80.0,3131.020263671875,1634636411.961511
169.0,91.0,2881.996826171875,1634636417.0038474
170.0,76.0,2892.46728515625,1634636422.3014746
171.0,86.0,2864.20361328125,1634636427.3518217
172.0,80.0,2690.93701171875,1634636432.3390846
173.0,65.0,2359.708984375,1634636437.6289494
174.0,72.0,2650.573486328125,1634636442.8115342
175.0,78.0,2777.756591796875,1634636447.8534124
176.0,70.0,2646.639892578125,1634636453.2189567
177.0,76.0,2661.22705078125,1634636458.2578795
178.0,72.0,2570.19873046875,1634636463.4515998
179.0,96.0,3096.595947265625,1634636468.2651615
180.0,70.0,2411.1591796875,1634636473.345638
181.0,102.0,3020.47802734375,1634636478.139369
182.0,80.0,2581.71728515625,1634636483.118564
183.0,82.0,2901.794677734375,1634636488.005581
184.0,84.0,2747.634765625,1634636493.0739589
185.0,80.0,2840.50439453125,1634636497.9791496
186.0,90.0,2817.10400390625,1634636502.8448105
187.0,94.0,3001.541748046875,1634636507.727505
188.0,83.0,2973.0244140625,1634636512.8209383
189.0,81.0,2566.0107421875,1634636518.116597
190.0,70.0,2469.13916015625,1634636523.3210027
191.0,96.0,3024.422607421875,1634636528.34443
192.0,86.0,2552.15771484375,1634636533.4980495
193.0,91.0,2507.772216796875,1634636538.57001
194.0,78.0,2484.3828125,1634636543.710493
195.0,78.0,2759.353759765625,1634636548.7315176
196.0,87.0,2813.037109375,1634636553.6200395
197.0,88.0,2824.4619140625,1634636558.537476
198.0,92.0,2835.2939453125,1634636563.4040675
199.0,86.0,2447.468017578125,1634636568.4410794
200.0,94.0,2613.9052734375,1634636573.2757905
201.0,82.0,2327.728515625,1634636578.4059367
202.0,79.0,2682.7412109375,1634636583.487689
203.0,68.0,2270.779296875,1634636588.7048464
204.0,80.0,2560.278076171875,1634636593.8130798
205.0,98.0,2920.970703125,1634636598.6585488
206.0,84.0,2248.120361328125,1634636603.8052354
207.0,88.0,2532.2578125,1634636608.764271
208.0,90.0,2350.94384765625,1634636613.8052862
209.0,91.0,2958.72998046875,1634636618.7173486
210.0,83.0,2420.749267578125,1634636623.7371979
211.0,102.0,2745.169921875,1634636628.6950753
212.0,92.0,2794.587158203125,1634636633.4480903
213.0,86.0,2340.516845703125,1634636638.3990474
214.0,92.0,2337.159912109375,1634636643.3471816
215.0,84.0,2157.941650390625,1634636648.4390802
216.0,78.0,2357.37353515625,1634636653.5264754
217.0,92.0,2902.41162109375,1634636658.5050652
218.0,85.0,2425.066162109375,1634636663.578568
219.0,80.0,2271.970703125,1634636668.6094196
220.0,90.0,2316.84130859375,1634636673.5575454
221.0,88.0,2544.2001953125,1634636678.4202247
222.0,90.0,2607.4267578125,1634636683.4191017
223.0,93.0,2707.15283203125,1634636688.4223397
224.0,92.0,2255.33984375,1634636693.3020754
225.0,88.0,2216.757568359375,1634636698.3207686
226.0,92.0,2193.8603515625,1634636703.1748662
227.0,96.0,2337.865234375,1634636708.0775456
228.0,86.0,2460.55029296875,1634636712.9531395
229.0,94.0,2589.65576171875,1634636717.9087558
230.0,100.0,2244.55517578125,1634636722.7896154
231.0,97.0,2411.5625,1634636727.596168
232.0,89.0,2293.788818359375,1634636732.6196747
233.0,96.0,2488.05029296875,1634636737.3947136
234.0,78.0,2368.2353515625,1634636742.528137
235.0,98.0,2059.018798828125,1634636747.4190855
236.0,92.0,2487.3095703125,1634636752.297002
237.0,89.0,2705.687255859375,1634636757.3299937
238.0,92.0,2204.137451171875,1634636762.204662
239.0,92.0,2469.81689453125,1634636767.1749985
240.0,90.0,2470.3330078125,1634636772.0587196
241.0,86.0,2100.9052734375,1634636777.1732001
242.0,88.0,2377.752685546875,1634636782.2945344
243.0,90.0,2660.57666015625,1634636787.3105557
244.0,77.0,1863.3172607421875,1634636792.4683537
245.0,96.0,1978.80908203125,1634636797.2894852
246.0,80.0,2338.44775390625,1634636802.3435488
247.0,90.0,2336.64697265625,1634636807.2920675
248.0,91.0,2054.613525390625,1634636812.299707
249.0,101.0,2102.542724609375,1634636817.1543596
250.0,76.0,2171.2236328125,1634636822.2465959
251.0,84.0,2093.0634765625,1634636827.255482
252.0,94.0,2201.806884765625,1634636832.1046624
253.0,88.0,2422.64404296875,1634636837.1424727
254.0,93.0,2939.474853515625,1634636842.2033358
255.0,90.0,2290.13525390625,1634636847.0665088
256.0,94.0,2245.47216796875,1634636852.0077152
257.0,94.0,2418.630859375,1634636856.9600844
258.0,92.0,2303.18505859375,1634636862.0345206
259.0,98.0,2336.187255859375,1634636866.823391
260.0,98.0,2498.529296875,1634636871.6946642
261.0,100.0,2259.21533203125,1634636876.5299761
262.0,92.0,2131.267333984375,1634636881.5226667
263.0,94.0,2289.3349609375,1634636886.4271598
264.0,94.0,2725.91552734375,1634636891.2580013
265.0,95.0,2189.53662109375,1634636896.3345008
266.0,84.0,2109.148193359375,1634636901.520564
267.0,82.0,2127.696533203125,1634636906.5486598
268.0,98.0,2253.43115234375,1634636911.521002
269.0,91.0,2440.0458984375,1634636916.5887952
270.0,90.0,2139.156982421875,1634636921.634759
271.0,95.0,2119.74462890625,1634636926.450368
272.0,91.0,2711.47119140625,1634636931.4315453
273.0,85.0,1767.406005859375,1634636936.5514677
274.0,94.0,2304.3359375,1634636941.344762
275.0,87.0,2032.2652587890625,1634636946.289892
276.0,90.0,1962.7474365234375,1634636951.3293295
277.0,95.0,2387.75,1634636956.324641
278.0,93.0,2354.593994140625,1634636961.4283571
279.0,88.0,2431.506103515625,1634636966.3638453
280.0,90.0,2210.69482421875,1634636971.3942134
281.0,86.0,2047.239501953125,1634636976.1688604
282.0,96.0,2449.11083984375,1634636981.1014702
283.0,99.0,2740.381103515625,1634636985.9452963
284.0,92.0,2388.787841796875,1634636990.8437674
285.0,91.0,2427.57861328125,1634636996.126172
286.0,83.0,1772.6463623046875,1634637001.056157
287.0,94.0,2261.15966796875,1634637006.0278938
288.0,96.0,2532.02587890625,1634637010.821811
289.0,97.0,2359.10205078125,1634637015.6779602
290.0,84.0,1903.8990478515625,1634637020.550735
291.0,98.0,2598.486328125,1634637025.5328546
292.0,96.0,2437.13916015625,1634637030.3571491
293.0,95.0,2430.490966796875,1634637035.2598348
294.0,91.0,1972.26171875,1634637040.340986
295.0,82.0,2304.82568359375,1634637045.4018588
296.0,89.0,2532.23974609375,1634637050.521979
297.0,99.0,2610.396484375,1634637055.4464183
298.0,98.0,2423.58935546875,1634637060.1932425
299.0,96.0,2216.40576171875,1634637065.193713
300.0,100.0,2228.010498046875,1634637069.920776
301.0,92.0,2092.57763671875,1634637074.7940376
302.0,94.0,2274.78955078125,1634637079.7068758
303.0,92.0,2240.77099609375,1634637084.6160734
304.0,104.0,2328.72021484375,1634637089.270254
305.0,94.0,2016.8387451171875,1634637094.1442719
306.0,98.0,2206.095703125,1634637099.0416949
307.0,81.0,1952.919921875,1634637104.2391927
308.0,76.0,1943.43408203125,1634637109.4901412
309.0,92.0,2584.66650390625,1634637114.4603152
310.0,90.0,1908.088623046875,1634637119.7209141
311.0,94.0,2541.5224609375,1634637124.7752972
312.0,90.0,1676.3907470703125,1634637129.6800787
313.0,94.0,1891.3935546875,1634637134.5894732
314.0,92.0,2432.458740234375,1634637139.4769619
315.0,82.0,2317.310302734375,1634637144.7324774
316.0,88.0,1886.6031494140625,1634637149.6541822
317.0,94.0,2327.2841796875,1634637154.6223736
318.0,86.0,1974.1864013671875,1634637159.5892987
319.0,96.0,2062.02490234375,1634637164.3877614
320.0,102.0,2117.403564453125,1634637169.2621324
321.0,98.0,2043.503173828125,1634637174.108933
322.0,90.0,1669.16162109375,1634637179.094438
323.0,92.0,2244.388916015625,1634637184.0963812
324.0,88.0,1625.4739990234375,1634637189.0918112
325.0,84.0,1732.01318359375,1634637194.053854
326.0,94.0,2229.603759765625,1634637199.0007463
327.0,96.0,2426.545654296875,1634637203.91359
328.0,92.0,2375.1083984375,1634637208.8988078
329.0,94.0,1843.095947265625,1634637213.7688293
330.0,96.0,2289.947509765625,1634637218.71483
331.0,106.0,1816.47216796875,1634637223.441573
332.0,96.0,2137.463623046875,1634637228.339183
333.0,99.0,2099.759521484375,1634637233.1697767
334.0,91.0,1723.754638671875,1634637238.1473079
335.0,87.0,2149.927734375,1634637243.093367
336.0,94.0,2038.508544921875,1634637248.1269996
337.0,86.0,2058.038330078125,1634637253.2272384
338.0,91.0,1809.5537109375,1634637258.3185685
339.0,98.0,2093.920166015625,1634637263.202161
340.0,86.0,1721.38427734375,1634637268.1314652
341.0,96.0,1931.843017578125,1634637272.9872072
342.0,94.0,2195.23046875,1634637278.115041
343.0,99.0,2192.29541015625,1634637282.9146147
344.0,98.0,2246.7646484375,1634637287.8956943
345.0,94.0,1991.7900390625,1634637292.7771835
346.0,98.0,1971.656005859375,1634637297.6083646
347.0,86.0,1951.46875,1634637302.5133224
348.0,89.0,1844.714599609375,1634637307.6353657
349.0,96.0,1859.4041748046875,1634637312.6284223
350.0,96.0,1918.5506591796875,1634637317.5425923
351.0,98.0,1913.471923828125,1634637322.3907316
352.0,94.0,1839.294921875,1634637327.2792344
353.0,100.0,1798.733642578125,1634637332.2022028
354.0,94.0,2045.244873046875,1634637337.153095
355.0,92.0,1968.0357666015625,1634637342.2634804
356.0,102.0,1847.250732421875,1634637347.0215187
357.0,95.0,2347.649169921875,1634637351.8879237
358.0,101.0,2005.02294921875,1634637356.8855221
359.0,102.0,2016.9962158203125,1634637361.7110963
360.0,100.0,1736.310791015625,1634637366.5036194
361.0,93.0,2079.990234375,1634637371.3850868
362.0,92.0,1880.3431396484375,1634637376.2446408
363.0,96.0,1821.96484375,1634637381.201587
364.0,94.0,1898.057373046875,1634637385.987977
365.0,102.0,1834.510009765625,1634637390.8504505
366.0,102.0,1681.2076416015625,1634637395.5234606
367.0,100.0,1944.7900390625,1634637400.3490584
368.0,92.0,1534.4525146484375,1634637405.1053226
369.0,100.0,2163.20263671875,1634637409.9822476
370.0,96.0,1736.2569580078125,1634637414.853652
371.0,96.0,1656.01123046875,1634637419.7684755
372.0,96.0,1569.8094482421875,1634637424.6935496
373.0,100.0,1840.6761474609375,1634637429.5441587
374.0,100.0,1970.576171875,1634637434.4721973
375.0,94.0,1632.3267822265625,1634637439.358779
376.0,92.0,1879.4461669921875,1634637444.2895756
377.0,96.0,1727.488037109375,1634637449.2234628
378.0,98.0,1830.0341796875,1634637454.0486114
379.0,96.0,1792.0494384765625,1634637458.8997204
380.0,88.0,1849.8812255859375,1634637463.8571231
381.0,106.0,1734.355712890625,1634637468.643341
382.0,96.0,1689.124755859375,1634637473.3646405
383.0,102.0,1669.5784912109375,1634637478.277582
384.0,100.0,1576.50732421875,1634637483.1700952
385.0,92.0,1595.780029296875,1634637487.97645
386.0,98.0,1340.7587890625,1634637493.0635164
387.0,104.0,1345.00341796875,1634637497.855681
388.0,98.0,1522.27685546875,1634637502.723539
389.0,98.0,2040.0450439453125,1634637507.4631782
390.0,100.0,2017.9093017578125,1634637512.3796942
391.0,100.0,1722.7744140625,1634637517.2174492
392.0,98.0,1755.389892578125,1634637521.9337113
393.0,99.0,1715.187255859375,1634637526.845116
394.0,100.0,1467.465576171875,1634637531.6335564
395.0,100.0,1363.909423828125,1634637536.5060768
396.0,98.0,1987.21337890625,1634637541.3253284
397.0,92.0,1872.072265625,1634637546.526388
398.0,100.0,1744.6031494140625,1634637551.4816005
399.0,100.0,1694.33935546875,1634637556.2341404
400.0,94.0,1838.864013671875,1634637561.284022
401.0,98.0,1609.1337890625,1634637566.1064222
402.0,95.0,1628.62548828125,1634637571.025772
403.0,98.0,1632.107666015625,1634637575.822623
404.0,96.0,1936.461181640625,1634637580.778786
405.0,100.0,1822.9765625,1634637585.6033604
406.0,98.0,1481.642578125,1634637590.3394167
407.0,95.0,1785.3656005859375,1634637595.2907128
408.0,100.0,1775.594482421875,1634637600.060187
409.0,98.0,1473.399169921875,1634637604.8473685
410.0,89.0,1703.327880859375,1634637609.7927825
411.0,96.0,1459.87939453125,1634637614.6235175
412.0,99.0,1570.7818603515625,1634637619.3723183
413.0,97.0,1361.193359375,1634637624.2225318
414.0,96.0,1255.671142578125,1634637629.0896072
415.0,98.0,1608.372314453125,1634637633.8209252
416.0,99.0,2043.3824462890625,1634637638.6089437
417.0,104.0,1567.0924072265625,1634637643.2970586
418.0,100.0,1304.689208984375,1634637647.987164
419.0,100.0,1450.15380859375,1634637652.758673
420.0,100.0,1296.9586181640625,1634637657.5876987
421.0,104.0,1635.13818359375,1634637662.3728054
422.0,108.0,1365.00146484375,1634637666.9699903
423.0,94.0,1093.960205078125,1634637671.91003
424.0,106.0,1057.293212890625,1634637676.5647829
425.0,94.0,1208.2901611328125,1634637681.3569245
426.0,98.0,1645.21728515625,1634637686.2308316
427.0,104.0,1752.130615234375,1634637691.1279838
428.0,98.0,1328.0048828125,1634637695.8785985
429.0,92.0,1513.1431884765625,1634637700.886347
430.0,101.0,1227.0943603515625,1634637705.76822
431.0,102.0,1838.455810546875,1634637710.4509673
432.0,102.0,1340.8248291015625,1634637715.237033
433.0,102.0,1246.79443359375,1634637720.0863285
434.0,100.0,1098.04443359375,1634637724.903189
435.0,103.0,1220.935546875,1634637729.6504912
436.0,100.0,1099.377685546875,1634637734.5306191
437.0,102.0,1446.872802734375,1634637739.3002458
438.0,103.0,1694.8092041015625,1634637744.0831714
439.0,93.0,1527.413330078125,1634637749.1871927
440.0,104.0,1258.989501953125,1634637753.8980925
441.0,98.0,1422.9383544921875,1634637758.7441244
442.0,96.0,1132.318115234375,1634637763.5832553
443.0,102.0,1607.418701171875,1634637768.4448144
444.0,96.0,1475.0982666015625,1634637773.2092996
445.0,102.0,1576.406982421875,1634637778.017468
446.0,100.0,1003.0460205078125,1634637782.9194217
447.0,104.0,1407.0882568359375,1634637787.6153803
448.0,92.0,1332.7464599609375,1634637792.4358191
449.0,98.0,1413.279052734375,1634637797.203546
450.0,100.0,1371.86669921875,1634637802.0072184
451.0,98.0,1229.07421875,1634637806.7398684
452.0,102.0,1078.938720703125,1634637811.6359162
453.0,95.0,1538.992919921875,1634637816.5830624
454.0,100.0,1350.603271484375,1634637821.3363302
455.0,102.0,1529.193603515625,1634637826.11337
456.0,96.0,1671.67041015625,1634637830.926188
457.0,104.0,1549.8900146484375,1634637835.653458
458.0,96.0,804.5960693359375,1634637840.3779132
459.0,98.0,1440.8170166015625,1634637845.2299824
460.0,101.0,1491.087158203125,1634637850.009713
461.0,94.0,1396.106689453125,1634637855.02337
462.0,96.0,1328.1336669921875,1634637860.0274801
463.0,104.0,1598.3680419921875,1634637864.8687057
464.0,100.0,1844.8992919921875,1634637869.6867156
465.0,98.0,1183.907470703125,1634637874.4610512
466.0,88.0,1339.9888916015625,1634637879.4499097
467.0,106.0,1394.659912109375,1634637884.2534676
468.0,108.0,1345.22265625,1634637888.8949354
469.0,104.0,903.2609252929688,1634637893.763177
470.0,94.0,1422.765869140625,1634637898.6222038
471.0,96.0,1457.14794921875,1634637903.5019937
472.0,96.0,1623.200439453125,1634637908.380436
473.0,102.0,1482.2344970703125,1634637913.284099
474.0,98.0,1539.559326171875,1634637918.168622
475.0,100.0,1343.549560546875,1634637923.0556588
476.0,96.0,1071.541748046875,1634637927.9805639
477.0,98.0,1723.245849609375,1634637932.819121
478.0,97.0,1371.2578125,1634637937.8092613
479.0,90.0,1672.72119140625,1634637942.74916
480.0,98.0,1278.66552734375,1634637947.5952594
481.0,92.0,1590.574462890625,1634637952.5516646
482.0,97.0,1419.808837890625,1634637957.3355312
483.0,102.0,1691.23681640625,1634637962.1931756
484.0,104.0,1356.93359375,1634637966.9017384
485.0,95.0,1499.478515625,1634637971.890792
486.0,97.0,1218.310791015625,1634637976.7521865
487.0,102.0,1642.234619140625,1634637981.5640361
488.0,91.0,1772.277099609375,1634637986.5037456
489.0,96.0,1627.194580078125,1634637991.32597
490.0,98.0,1759.5657958984375,1634637996.2114575
491.0,86.0,1419.9981689453125,1634638000.9916782
492.0,96.0,1628.067138671875,1634638005.7839575
493.0,98.0,1784.7744140625,1634638010.6998389
494.0,102.0,1297.2186279296875,1634638015.5562558
495.0,102.0,1380.329345703125,1634638020.3814456
496.0,98.0,1302.4232177734375,1634638025.2316782
497.0,102.0,1515.548095703125,1634638030.0338485
498.0,100.0,1464.052490234375,1634638034.8385847
499.0,93.0,1421.3037109375,1634638039.776268
500.0,102.0,1401.5531005859375,1634638044.561854
