episode,reward,agent_loss,time
64.0,19.0,619.3988647460938,1634723938.7636065
65.0,15.0,576.3482666015625,1634723940.0256553
66.0,23.0,626.4423828125,1634723941.3098214
67.0,21.0,165.48678588867188,1634723942.6003377
68.0,19.0,-1121.00439453125,1634723943.9021046
69.0,-1.0,3172.505859375,1634723945.2861207
70.0,10.0,636.7308349609375,1634723946.5726807
71.0,1.0,-552.57568359375,1634723947.8775752
72.0,11.0,1243.62548828125,1634723949.1539023
73.0,11.0,1859.54931640625,1634723950.4424446
74.0,8.0,-1402.46533203125,1634723951.7601428
75.0,12.0,104.49363708496094,1634723953.010537
76.0,7.0,-130.41470336914062,1634723954.267203
77.0,13.0,741.1756591796875,1634723955.4979866
78.0,-4.0,-929.857177734375,1634723956.8176305
79.0,10.0,2204.415771484375,1634723958.1165292
80.0,-9.0,-40.17202377319336,1634723959.4655948
81.0,7.0,-103.56278228759766,1634723960.7269962
82.0,11.0,-1751.869140625,1634723961.985124
83.0,-2.0,82.4778060913086,1634723963.288446
84.0,9.0,264.4006042480469,1634723964.562703
85.0,25.0,1411.15380859375,1634723965.8209715
86.0,13.0,419.27655029296875,1634723967.118949
87.0,23.0,836.974365234375,1634723968.3605604
88.0,13.0,1516.457763671875,1634723969.6293564
89.0,26.0,-2463.61865234375,1634723970.9957488
90.0,26.0,1253.01611328125,1634723972.2374697
91.0,7.0,2357.2314453125,1634723973.4894443
92.0,26.0,1295.975830078125,1634723974.7155414
93.0,29.0,150.26480102539062,1634723975.9328532
94.0,17.0,-72.00213623046875,1634723977.228378
95.0,9.0,1448.856689453125,1634723978.5170636
96.0,20.0,-2950.480712890625,1634723979.8071322
97.0,10.0,1101.1934814453125,1634723981.1011
98.0,-3.0,-2097.732421875,1634723982.379463
99.0,3.0,1589.568603515625,1634723983.6984522
100.0,7.0,-109.48475646972656,1634723985.080869
101.0,13.0,-829.5003662109375,1634723986.433731
102.0,25.0,-413.323974609375,1634723987.7652097
103.0,17.0,1397.278564453125,1634723989.0810103
104.0,28.0,147.37025451660156,1634723990.2974443
105.0,19.0,-316.6534423828125,1634723991.553519
106.0,7.0,17.583209991455078,1634723992.8339028
107.0,23.0,1783.38427734375,1634723994.107793
108.0,9.0,-99.81227111816406,1634723995.4617488
109.0,6.0,198.56509399414062,1634723996.7775416
110.0,-9.0,218.41940307617188,1634723998.1734354
111.0,8.0,1068.60302734375,1634723999.4167218
112.0,5.0,235.09666442871094,1634724000.759624
113.0,15.0,1588.658935546875,1634724002.052693
114.0,9.0,686.2100219726562,1634724003.3874505
115.0,7.0,2453.3681640625,1634724004.719275
116.0,9.0,1036.06884765625,1634724006.020605
117.0,3.0,1502.0145263671875,1634724007.360769
118.0,17.0,1233.931640625,1634724008.599925
119.0,7.0,2223.1884765625,1634724009.9403493
120.0,-2.0,-1802.253662109375,1634724011.334526
121.0,6.0,113.04435729980469,1634724012.6551526
122.0,-1.0,1334.970458984375,1634724014.0011446
123.0,2.0,800.2845458984375,1634724015.307722
124.0,-1.0,148.52572631835938,1634724016.6336544
125.0,17.0,2381.20556640625,1634724017.8749166
126.0,3.0,2071.377197265625,1634724019.168876
127.0,-2.0,-102.36614990234375,1634724020.425646
128.0,7.0,1313.08154296875,1634724021.7159948
129.0,-1.0,-2624.61376953125,1634724023.0775597
130.0,12.0,531.10693359375,1634724024.4518566
131.0,5.0,-116.65277099609375,1634724025.7819188
132.0,10.0,1387.355224609375,1634724027.1069102
133.0,3.0,846.380615234375,1634724028.501608
134.0,25.0,1792.88525390625,1634724029.8251631
135.0,19.0,2028.73486328125,1634724031.065461
136.0,3.0,1140.89306640625,1634724032.3737054
137.0,9.0,-610.5101318359375,1634724033.718556
138.0,11.0,66.29845428466797,1634724035.1220703
139.0,-11.0,-1013.9041137695312,1634724036.44772
140.0,1.0,1432.923583984375,1634724037.7692442
141.0,8.0,1693.180908203125,1634724039.0737078
142.0,19.0,655.672607421875,1634724040.3815792
143.0,3.0,116.56834411621094,1634724041.7494671
144.0,6.0,602.5220947265625,1634724043.0953104
145.0,7.0,2042.2935791015625,1634724044.3438432
146.0,18.0,-101.38546752929688,1634724045.614062
147.0,12.0,620.7556762695312,1634724046.8984706
148.0,-3.0,-1586.74755859375,1634724048.266147
149.0,5.0,1151.2691650390625,1634724049.6006508
150.0,15.0,-3252.86572265625,1634724050.9344707
151.0,0.0,44.588722229003906,1634724052.3132136
152.0,13.0,-2261.15283203125,1634724053.5646005
153.0,-17.0,-2987.361083984375,1634724054.9258218
154.0,4.0,57.71904754638672,1634724056.2050514
155.0,4.0,564.5931396484375,1634724057.4848034
156.0,-7.0,-1645.658935546875,1634724058.8125432
157.0,-7.0,1217.473876953125,1634724060.1436226
158.0,-1.0,-669.5831298828125,1634724061.412427
159.0,10.0,-665.18408203125,1634724062.6571693
160.0,7.0,-305.684814453125,1634724064.0302174
161.0,-7.0,-1461.958251953125,1634724065.361233
162.0,6.0,1190.1307373046875,1634724066.552164
163.0,-8.0,-490.92730712890625,1634724067.8503366
164.0,11.0,1165.81884765625,1634724069.1724436
165.0,3.0,-2761.1748046875,1634724070.4467084
166.0,3.0,-1318.063232421875,1634724071.7521985
167.0,8.0,1793.15380859375,1634724072.962536
168.0,-9.0,-11.80558967590332,1634724074.2312539
169.0,-13.0,-1042.5306396484375,1634724075.560677
170.0,2.0,899.5604248046875,1634724076.9630897
171.0,-1.0,1877.214599609375,1634724078.4150977
172.0,5.0,-1156.5992431640625,1634724079.6825907
173.0,-5.0,-2139.6474609375,1634724080.9777954
174.0,-3.0,166.2656707763672,1634724082.2605448
175.0,0.0,-2988.138427734375,1634724083.5629346
176.0,-13.0,-2729.999267578125,1634724084.9232187
177.0,-12.0,-795.798095703125,1634724086.2502496
178.0,-5.0,-815.5074462890625,1634724087.5927455
179.0,13.0,685.114013671875,1634724088.8626118
180.0,11.0,-606.77734375,1634724090.229966
181.0,-5.0,-2150.58154296875,1634724091.6163213
182.0,0.0,-67.29335021972656,1634724092.9734197
183.0,1.0,83.34597778320312,1634724094.308282
184.0,9.0,-629.46484375,1634724095.5980883
185.0,17.0,2510.29296875,1634724096.736054
186.0,11.0,1569.070068359375,1634724097.9731278
187.0,6.0,720.8978271484375,1634724099.1783855
188.0,8.0,1523.200927734375,1634724100.4038155
189.0,-13.0,357.8934631347656,1634724101.7572942
190.0,9.0,679.5604248046875,1634724103.0721622
191.0,-7.0,-1222.423583984375,1634724104.4313467
192.0,9.0,-818.3004760742188,1634724105.7377353
193.0,7.0,2165.18896484375,1634724106.996591
194.0,21.0,2545.46923828125,1634724108.2137694
195.0,7.0,657.200927734375,1634724109.4710712
196.0,3.0,498.6651611328125,1634724110.8315346
197.0,-1.0,-1142.861328125,1634724112.1704361
198.0,7.0,2420.89453125,1634724113.4548523
199.0,9.0,-337.13934326171875,1634724114.7473483
200.0,-11.0,1617.0159912109375,1634724116.282575
201.0,4.0,1608.8543701171875,1634724117.5798464
202.0,13.0,-36.399391174316406,1634724118.8957343
203.0,8.0,1795.161865234375,1634724120.1143327
204.0,12.0,586.6209716796875,1634724121.3381417
205.0,9.0,1033.359619140625,1634724122.6340451
206.0,14.0,707.7037353515625,1634724123.8577232
207.0,29.0,2460.1513671875,1634724125.1158261
208.0,23.0,220.79660034179688,1634724126.3827393
209.0,1.0,-748.56787109375,1634724127.7566843
210.0,5.0,296.0863037109375,1634724129.1389928
211.0,25.0,295.6781921386719,1634724130.383516
212.0,17.0,-833.940673828125,1634724131.6668189
213.0,11.0,-1367.63330078125,1634724132.9726408
214.0,7.0,2599.51904296875,1634724134.2555785
215.0,21.0,2219.90478515625,1634724135.5368028
216.0,-1.0,-1733.4637451171875,1634724136.8608925
217.0,15.0,1162.09521484375,1634724138.0912333
218.0,7.0,1449.346435546875,1634724139.3195806
219.0,18.0,1692.934814453125,1634724140.5336275
220.0,7.0,78.35257720947266,1634724141.8731778
221.0,17.0,-469.06787109375,1634724143.1761758
222.0,0.0,-974.987060546875,1634724144.5346138
223.0,0.0,476.7625732421875,1634724145.8593924
224.0,12.0,1281.392578125,1634724147.1056187
225.0,-2.0,767.033447265625,1634724148.4274225
226.0,23.0,274.8883056640625,1634724149.7317097
227.0,17.0,-704.5310668945312,1634724151.0089424
228.0,22.0,629.06591796875,1634724152.3333101
229.0,-3.0,-351.1417236328125,1634724153.6968484
230.0,7.0,1540.962646484375,1634724154.9554067
231.0,33.0,1791.1832275390625,1634724156.1815743
232.0,35.0,1101.39404296875,1634724157.3506649
233.0,8.0,843.683837890625,1634724158.6020684
234.0,9.0,1016.3861083984375,1634724159.9040976
235.0,17.0,767.152099609375,1634724161.1326802
236.0,34.0,1684.376953125,1634724162.3646305
237.0,14.0,1093.30908203125,1634724163.7112308
238.0,12.0,-1213.5198974609375,1634724165.004694
239.0,9.0,-652.4548950195312,1634724166.2977684
240.0,14.0,2043.41162109375,1634724167.51105
241.0,12.0,-957.17431640625,1634724168.8984442
242.0,2.0,-1986.3798828125,1634724170.1827316
243.0,16.0,2404.65966796875,1634724171.4482725
244.0,36.0,3396.974853515625,1634724172.6234198
245.0,5.0,-1361.2369384765625,1634724173.9011338
246.0,6.0,-1511.443603515625,1634724175.2204697
247.0,33.0,787.1236572265625,1634724176.4539292
248.0,21.0,1488.72412109375,1634724177.7502582
249.0,11.0,2061.0869140625,1634724179.0376935
250.0,33.0,436.75262451171875,1634724180.4009209
251.0,19.0,1692.2279052734375,1634724181.8233876
252.0,37.0,2626.880859375,1634724183.0078778
253.0,23.0,-1448.56787109375,1634724184.357241
254.0,5.0,516.9569091796875,1634724185.703254
255.0,35.0,1869.8602294921875,1634724186.8883183
256.0,15.0,685.1339721679688,1634724188.1577783
257.0,23.0,527.24951171875,1634724189.3635569
258.0,17.0,884.615234375,1634724190.6412451
259.0,33.0,1534.94970703125,1634724191.841729
260.0,10.0,1914.92431640625,1634724193.1425807
261.0,31.0,2224.04541015625,1634724194.417591
262.0,30.0,1897.6083984375,1634724195.7200568
263.0,1.0,-1312.286376953125,1634724197.1675756
264.0,21.0,842.98828125,1634724198.510561
265.0,22.0,-693.093017578125,1634724199.8026574
266.0,29.0,1284.32470703125,1634724201.0793095
267.0,30.0,3041.6650390625,1634724202.3774002
268.0,35.0,2730.90283203125,1634724203.5972893
269.0,24.0,2216.847900390625,1634724204.861071
270.0,23.0,315.73602294921875,1634724206.1166098
271.0,27.0,1304.07568359375,1634724207.3401415
272.0,20.0,848.2228393554688,1634724208.547469
273.0,22.0,-64.76983642578125,1634724209.9606812
274.0,17.0,2986.4091796875,1634724211.1716003
275.0,15.0,-190.4722900390625,1634724212.4594362
276.0,11.0,1396.89013671875,1634724213.7330337
277.0,18.0,198.93850708007812,1634724214.9928713
278.0,17.0,1341.7025146484375,1634724216.2402391
279.0,13.0,470.6854248046875,1634724217.47949
280.0,27.0,1034.39697265625,1634724218.7063942
281.0,13.0,902.2837524414062,1634724220.0486073
282.0,43.0,1500.066162109375,1634724221.2196152
283.0,43.0,1305.852294921875,1634724222.4593744
284.0,34.0,1230.386962890625,1634724223.7008202
285.0,23.0,1407.70947265625,1634724224.888021
286.0,32.0,2188.78955078125,1634724226.0773091
287.0,33.0,1081.0242919921875,1634724227.3172874
288.0,23.0,-1306.210205078125,1634724228.5536275
289.0,30.0,2343.947265625,1634724229.7287586
290.0,18.0,80.79171752929688,1634724231.0735638
291.0,26.0,698.66259765625,1634724232.2999048
292.0,11.0,-271.1220703125,1634724233.635889
293.0,24.0,2572.44384765625,1634724234.8821192
294.0,15.0,-12.4072265625,1634724236.2809393
295.0,30.0,1225.8614501953125,1634724237.5033317
296.0,33.0,860.6472778320312,1634724238.7855864
297.0,24.0,-1122.5050048828125,1634724240.1144626
298.0,32.0,1737.24560546875,1634724241.3825116
299.0,19.0,295.6571960449219,1634724242.6688364
300.0,31.0,816.771484375,1634724243.9163277
301.0,41.0,3505.61572265625,1634724245.060401
302.0,37.0,3214.3603515625,1634724246.3003945
303.0,23.0,1637.277587890625,1634724247.5603716
304.0,33.0,1334.8359375,1634724248.8565288
305.0,33.0,937.7460327148438,1634724250.1781538
306.0,45.0,2376.963623046875,1634724251.3485944
307.0,26.0,1022.5753173828125,1634724252.5805376
308.0,49.0,3411.273681640625,1634724253.7451894
309.0,29.0,2223.2998046875,1634724254.966034
310.0,22.0,2221.76611328125,1634724256.1837037
311.0,24.0,1059.0697021484375,1634724257.3874972
312.0,17.0,-262.3833312988281,1634724258.6949134
313.0,38.0,897.2241821289062,1634724259.8914309
314.0,23.0,1120.98388671875,1634724261.110005
315.0,21.0,-951.08984375,1634724262.4060988
316.0,27.0,896.8800048828125,1634724263.6533744
317.0,36.0,2169.74658203125,1634724264.8676465
318.0,26.0,425.7229309082031,1634724266.1445556
319.0,30.0,3236.6171875,1634724267.3011074
320.0,21.0,1404.547119140625,1634724268.547942
321.0,25.0,21.608068466186523,1634724269.749476
322.0,47.0,2321.449951171875,1634724270.8962836
323.0,25.0,1312.91455078125,1634724272.1411912
324.0,31.0,489.88482666015625,1634724273.3991358
325.0,25.0,2331.1533203125,1634724274.6341727
326.0,24.0,2158.810546875,1634724275.9645133
327.0,19.0,1780.512451171875,1634724277.2119524
328.0,35.0,2881.8818359375,1634724278.4421024
329.0,29.0,927.2935180664062,1634724279.7134142
330.0,33.0,-29.457027435302734,1634724280.961313
331.0,12.0,478.40484619140625,1634724282.2526586
332.0,45.0,3702.5419921875,1634724283.3527217
333.0,29.0,2127.00927734375,1634724284.5668347
334.0,45.0,2543.686279296875,1634724285.7701135
335.0,24.0,2688.33984375,1634724287.099574
336.0,32.0,420.4432678222656,1634724288.3451445
337.0,17.0,-17.471399307250977,1634724289.6499195
338.0,37.0,1154.9566650390625,1634724290.8395705
339.0,34.0,1110.158203125,1634724291.9824076
340.0,30.0,492.17047119140625,1634724293.1804795
341.0,40.0,3215.828125,1634724294.3984241
342.0,40.0,-764.5340576171875,1634724295.6132438
343.0,35.0,736.71044921875,1634724296.8418882
344.0,35.0,-377.853515625,1634724298.0648263
345.0,43.0,1525.67236328125,1634724299.2493396
346.0,41.0,2272.8046875,1634724300.4503458
347.0,35.0,-54.7314453125,1634724301.6422966
348.0,19.0,-2004.248046875,1634724302.9981437
349.0,32.0,1028.354736328125,1634724304.247112
350.0,10.0,-106.50882720947266,1634724305.563127
351.0,41.0,2100.83837890625,1634724306.6865911
352.0,25.0,301.771728515625,1634724307.9681652
353.0,31.0,2506.3916015625,1634724309.19634
354.0,29.0,1145.1605224609375,1634724310.448111
355.0,43.0,915.6072387695312,1634724311.5792828
356.0,31.0,-332.5032043457031,1634724312.8308485
357.0,32.0,147.1767120361328,1634724314.0398066
358.0,59.0,196.6058349609375,1634724315.1563828
359.0,35.0,2106.830078125,1634724316.4208775
360.0,42.0,711.7972412109375,1634724317.5837312
361.0,40.0,2156.26708984375,1634724318.7778654
362.0,32.0,446.8913269042969,1634724319.9864287
363.0,63.0,2493.919921875,1634724321.0577905
364.0,29.0,1556.7371826171875,1634724322.257349
365.0,35.0,1197.0299072265625,1634724323.4452393
366.0,48.0,1016.3345947265625,1634724324.5417535
367.0,47.0,1127.7125244140625,1634724325.7545981
368.0,38.0,-40.0389404296875,1634724326.9465759
369.0,43.0,2557.595703125,1634724328.0916157
370.0,35.0,1400.23193359375,1634724329.4071634
371.0,58.0,2235.2880859375,1634724330.5441854
372.0,36.0,1297.9661865234375,1634724331.7404065
373.0,39.0,719.031494140625,1634724332.8941967
374.0,36.0,1372.48779296875,1634724334.0562909
375.0,29.0,-324.9057922363281,1634724335.3460634
376.0,25.0,1664.760986328125,1634724336.5481806
377.0,53.0,1177.724365234375,1634724337.7362278
378.0,39.0,2852.640625,1634724338.9507213
379.0,57.0,1831.9990234375,1634724340.042151
380.0,49.0,1096.0377197265625,1634724341.2348359
381.0,33.0,576.093017578125,1634724342.526315
382.0,37.0,2296.795654296875,1634724343.7569456
383.0,36.0,986.119873046875,1634724344.9947205
384.0,43.0,2759.00439453125,1634724346.125126
385.0,51.0,1942.0462646484375,1634724347.2494605
386.0,41.0,2478.16796875,1634724348.4078972
387.0,40.0,1943.63427734375,1634724349.5698833
388.0,68.0,2150.154296875,1634724350.6720831
389.0,37.0,549.580810546875,1634724351.9341195
390.0,52.0,1014.7577514648438,1634724353.0670059
391.0,47.0,2034.3875732421875,1634724354.2148674
392.0,45.0,451.2220764160156,1634724355.488878
393.0,43.0,2350.398681640625,1634724356.9776685
394.0,43.0,130.12533569335938,1634724358.4948912
395.0,42.0,-129.97564697265625,1634724360.083754
396.0,46.0,1544.7532958984375,1634724361.5054352
397.0,44.0,1142.373291015625,1634724362.7653942
398.0,44.0,2712.277587890625,1634724363.9961183
399.0,58.0,2065.604248046875,1634724365.1510477
400.0,67.0,2012.2135009765625,1634724366.264439
401.0,53.0,-346.7525939941406,1634724367.5412114
402.0,35.0,1574.1298828125,1634724368.899081
403.0,46.0,499.10626220703125,1634724370.104128
404.0,36.0,87.68150329589844,1634724371.5100963
405.0,52.0,2645.53759765625,1634724372.6881156
406.0,53.0,2773.216552734375,1634724373.8286297
407.0,41.0,3353.3740234375,1634724375.0414622
408.0,60.0,1883.091796875,1634724376.1775575
409.0,53.0,1579.90478515625,1634724377.360655
410.0,36.0,2089.1943359375,1634724378.6235073
411.0,64.0,2181.78662109375,1634724379.7846043
412.0,64.0,2121.806396484375,1634724380.9585798
413.0,61.0,2128.450439453125,1634724382.1074855
414.0,57.0,2036.58447265625,1634724383.2621114
415.0,60.0,594.607421875,1634724384.4335668
416.0,41.0,2505.51611328125,1634724385.7457807
417.0,54.0,2802.88818359375,1634724386.8227923
418.0,60.0,1613.677978515625,1634724387.9398375
419.0,63.0,650.9208374023438,1634724389.0842233
420.0,53.0,261.56439208984375,1634724390.2681592
421.0,62.0,2018.0626220703125,1634724391.4220035
422.0,52.0,1382.63623046875,1634724392.5741985
423.0,63.0,2321.016845703125,1634724393.8230836
424.0,71.0,3378.828125,1634724394.8938596
425.0,62.0,3375.3955078125,1634724395.9553838
426.0,45.0,976.998046875,1634724397.1524563
427.0,44.0,1483.64208984375,1634724398.3399706
428.0,45.0,1577.771240234375,1634724399.6769776
429.0,47.0,2662.8212890625,1634724400.856042
430.0,60.0,2093.7431640625,1634724402.0586646
431.0,57.0,864.3887939453125,1634724403.1616042
432.0,42.0,-209.15377807617188,1634724404.3253553
433.0,46.0,2346.13330078125,1634724405.5782485
434.0,58.0,3037.207763671875,1634724406.690691
435.0,55.0,1884.3848876953125,1634724407.8728914
436.0,35.0,2104.4052734375,1634724409.185751
437.0,58.0,1469.537109375,1634724410.4026592
438.0,27.0,787.4598999023438,1634724411.7110326
439.0,62.0,3007.712890625,1634724412.9699378
440.0,42.0,1707.5966796875,1634724414.1821737
441.0,57.0,2143.233642578125,1634724415.36268
442.0,49.0,3144.5859375,1634724416.532349
443.0,52.0,1650.9693603515625,1634724417.6687799
444.0,53.0,308.91754150390625,1634724418.895684
445.0,45.0,1415.211181640625,1634724420.070859
446.0,43.0,1020.5650634765625,1634724421.20234
447.0,63.0,2553.265625,1634724422.263035
448.0,38.0,1615.53466796875,1634724423.4584968
449.0,43.0,171.81033325195312,1634724424.7215378
450.0,30.0,2341.1748046875,1634724425.9110186
451.0,50.0,1823.7161865234375,1634724427.1679156
452.0,54.0,2425.409423828125,1634724428.2823002
453.0,64.0,1757.138671875,1634724429.445525
454.0,47.0,1283.9268798828125,1634724430.6151576
455.0,44.0,1549.7080078125,1634724431.8257568
456.0,50.0,1432.5377197265625,1634724433.0270529
457.0,41.0,799.1246948242188,1634724434.1956007
458.0,43.0,540.9232177734375,1634724435.4129848
459.0,52.0,2613.726318359375,1634724436.6047924
460.0,22.0,1814.39453125,1634724437.8833354
461.0,48.0,3314.0498046875,1634724439.0354428
462.0,45.0,1365.0440673828125,1634724440.290405
463.0,43.0,1415.6455078125,1634724441.4753904
464.0,37.0,1430.7431640625,1634724442.6605418
465.0,24.0,2188.446533203125,1634724443.935146
466.0,55.0,-151.47531127929688,1634724445.1155844
467.0,38.0,1780.8668212890625,1634724446.2960439
468.0,35.0,1455.6654052734375,1634724447.5303035
469.0,41.0,3027.53466796875,1634724448.6990957
470.0,46.0,-406.90325927734375,1634724449.912258
471.0,58.0,2330.55712890625,1634724451.0456102
472.0,36.0,2163.2138671875,1634724452.2461054
473.0,43.0,808.04736328125,1634724453.463461
474.0,41.0,2216.6943359375,1634724454.7437143
475.0,45.0,1892.31982421875,1634724455.8950295
476.0,38.0,1182.111572265625,1634724457.1294773
477.0,51.0,2634.8359375,1634724458.2548304
478.0,40.0,2054.0986328125,1634724459.388673
479.0,32.0,252.76565551757812,1634724460.611901
480.0,41.0,1790.7235107421875,1634724461.7466452
481.0,32.0,1951.8760986328125,1634724462.8849995
482.0,45.0,550.5748901367188,1634724464.0263827
483.0,50.0,3153.189453125,1634724465.1632867
484.0,41.0,827.5485229492188,1634724466.2713661
485.0,43.0,896.5535888671875,1634724467.4533417
486.0,42.0,2984.63525390625,1634724468.734618
487.0,29.0,2087.900390625,1634724469.909799
488.0,35.0,1329.09130859375,1634724471.1432593
489.0,44.0,1805.8798828125,1634724472.3088915
490.0,34.0,1799.08349609375,1634724473.4695935
491.0,51.0,470.1097412109375,1634724474.670613
492.0,35.0,1193.4698486328125,1634724475.8181028
493.0,37.0,3323.86376953125,1634724477.0056198
494.0,36.0,2479.30126953125,1634724478.146586
495.0,30.0,-391.65655517578125,1634724479.3206987
496.0,41.0,799.7518920898438,1634724480.5044265
497.0,57.0,2698.894775390625,1634724481.6684558
498.0,41.0,1750.098388671875,1634724482.8462217
499.0,61.0,2138.00634765625,1634724483.9414506
500.0,35.0,295.7174072265625,1634724485.1610937
